Date,Label,1,2,3,4,5,6,7,8,9,10,top1,top2,top3,top4,top5,top6,top7
2017-08-04,1,[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],[10.669983000000002],,,,,,,
2017-08-07,1,[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],[8.120055999999863],,,,,,,
2017-08-08,1,[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],[-3.1099860000001627],google fires engineer who wrote memo questioning women in tech,"donald trump, jacob zuma, google: your tuesday briefing","climate change, kenya, google: your tuesday briefing","north korea, google, jacob zuma: your wednesday briefing",contentious memo strikes nerve inside google and out,,
2017-08-09,0,[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],[-6.880004999999869],google’s war over the sexes,"google, north korea, paul manafort: your thursday briefing",answering your questions about the controversial google memo,,,,
2017-08-10,0,[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],[-17.690001999999936],,,,,,,
2017-08-11,0,[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],[12.13000499999987],google cancels employee meeting because of harassment fears,sundar pichai should resign as google’s c.e.o.,"north korea, donald trump, google: your friday briefing",,,,
2017-08-14,0,[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],[-11.390015000000062],,,,,,,
2017-08-15,0,[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],[-1.5499880000000985],,,,,,,
2017-08-16,0,[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],[1.7800300000001243],,,,,,,
2017-08-17,0,[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],[-6.690002999999933],,,,,,,
2017-08-18,0,[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],[1.2100220000000945],,,,,,,
2017-08-21,0,[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],[0.29998699999987366],,,,,,,
2017-08-22,0,[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],[-0.3000490000000582],,,,,,,
2017-08-23,0,[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],[2.2900390000000925],google and walmart partner with eye on amazon,,,,,,
2017-08-24,0,[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],[-10.309998000000064],,,,,,,
2017-08-25,0,[-7.379944000000137],[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],[6.420043999999962],,,,,,,
2017-08-28,0,[-7.599974999999972],[-7.379944000000137],[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],[0.1399540000001025],,,,,,,
2017-08-29,0,[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],[-2.010008999999968],,,,,,,
2017-08-30,0,[16.190001999999936],[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],[1.670044000000189],google critic ousted from think tank funded by the tech giant,google’s disturbing influence over think tanks,,,,,
2017-08-31,0,[9.520018999999934],[16.190001999999936],[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],[-14.80004899999983],,,,,,,
2017-09-01,1,[7.570007000000032],[9.520018999999934],[16.190001999999936],[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],[5.070007000000032],[11.970030999999835],[-3.3400269999999637],[0.3599849999999378],switching between apple’s ios and google’s android,"new america, a google-funded think tank, faces backlash for firing a google critic",,,,,
2017-09-05,1,[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],[16.190001999999936],[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],[5.070007000000032],[11.970030999999835],,,,,,,
2017-09-06,1,[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],[16.190001999999936],[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],[5.070007000000032],keeping your files safe in google’s cloud,,,,,,
2017-09-07,0,[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],[16.190001999999936],[-2.190001999999936],[-7.599974999999972],[-7.379944000000137],google and sex traffickers like backpage.com,,,,,,
2017-09-08,1,[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],[16.190001999999936],[-2.190001999999936],[-7.599974999999972],"at google, employee-led effort finds men are paid more than women",,,,,,
2017-09-11,1,[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],[16.190001999999936],[-2.190001999999936],,,,,,,
2017-09-12,1,[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],[16.190001999999936],,,,,,,
2017-09-13,1,[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],[9.520018999999934],,,,,,,
2017-09-14,1,[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],[7.570007000000032],google sued by 3 female ex-employees who say it pays women less than men,,,,,,
2017-09-15,1,[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],[-3.789978000000133],"google sets limits on addiction treatment ads, citing safety",google and facebook face criticism for ads targeting racist sentiments,,,,,
2017-09-18,1,[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],[],,,,,,,
2017-09-19,1,[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],[-4.6300050000000965],,,,,,,
2017-09-20,1,[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],[-2.340025999999966],,,,,,,
2017-09-21,1,[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],[4.220031999999833],google is buying htc’s smartphone expertise for $1.1 billion,morning agenda: google gets serious about producing better phones,retiring the google drive desktop app,,,,
2017-09-22,1,[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],[-9.989990000000034],,,,,,,
2017-09-25,1,[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],[-5.169983000000002],industry under pressure gathers for ad week and a deadline for google,,,,,,
2017-09-26,0,[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],[-0.5200199999999313],"as google fights fake news, voices on the margins raise alarm",,,,,,
2017-09-27,0,[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],[4.430053999999927],google offers concessions to europe after record antitrust fine,,,,,,
2017-09-28,0,[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],[-6.140015000000062],google acts to end one fight in europe as bigger antitrust battle looms,,,,,,
2017-09-29,0,[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],[-4.369995000000131],,,,,,,
2017-10-02,1,[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],[-5.010009999999966],google updates policy on news pay walls. ‘first click free’ to end.,,,,,,
2017-10-03,1,[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],[4.390015000000062],,,,,,,
2017-10-04,1,[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],[8.60003699999993],google’s new gadgets come with a big helping of a.i.,,,,,,
2017-10-05,0,[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],[-0.5499880000000985],"catalonia, las vegas, google: your thursday briefing","las vegas, google home, minnesota lynx: your thursday briefing",,,,,
2017-10-06,0,[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],[0.7800289999998995],,,,,,,
2017-10-09,1,[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],[-4.480040999999801],google finds accounts connected to russia bought election ads,,,,,,
2017-10-10,1,[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],[1.1400139999998373],"google buying apple? sorry, that was just a test",,,,,,
2017-10-11,1,[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],[16.75],,,,,,,
2017-10-12,0,[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],[8.140015000000062],google unveils job training initiative with $1 billion pledge,,,,,,
2017-10-13,0,[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],[7.109984999999938],,,,,,,
2017-10-16,0,[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],[-6.709960000000137],,,,,,,
2017-10-17,0,[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],[3.7899779999999055],google’s pixel 2 smartphone is a powerful extravagance,google maps pulls calorie-counting feature after criticism,google serves fake news ads in an unlikely place: fact-checking sites,,,,
2017-10-18,0,[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],[-5.320007000000032],google’s founders wanted to shape a city. toronto is their chance.,,,,,,
2017-10-19,1,[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],[14.47003200000006],why google is my friend,,,,,,
2017-10-20,1,[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],[12.19000300000016],"meet the people who will defend google, facebook and twitter before lawmakers",,,,,,
2017-10-23,1,[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],[-3.0],,,,,,,
2017-10-24,1,[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],[-7.40002400000003],,,,,,,
2017-10-25,0,[0.5399779999999055],[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],[15.5300289999999],cisco and google find mutual interest in cloud computing,how google’s physical keys will protect your password,,,,,
2017-10-26,0,[4.9600220000000945],[0.5399779999999055],[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],[0.3800050000000965],,,,,,,
2017-10-27,0,[-7.440001999999936],[4.9600220000000945],[0.5399779999999055],[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],[-2.3200070000000323],,,,,,,
2017-10-30,0,[10.080017999999995],[-7.440001999999936],[4.9600220000000945],[0.5399779999999055],[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],[-0.09997599999996964],,,,,,,
2017-10-31,0,[3.109984999999938],[10.080017999999995],[-7.440001999999936],[4.9600220000000945],[0.5399779999999055],[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],[1.8900150000000622],google docs glitch that locked out users underscores privacy concerns,,,,,,
2017-11-01,0,[1.4200439999999617],[3.109984999999938],[10.080017999999995],[-7.440001999999936],[4.9600220000000945],[0.5399779999999055],[-21.07000800000003],[-1.2399900000000343],[-1.5499880000000985],[1.0399780000001329],,,,,,,
